,AuthorName,Comment
381,T H O R,Just watching for.ᴛʜᴏʀㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺ㄒ卄ㄖ尺
382,Reynaldo Gaitan,wow the car..
383,Kebdy b,"Wait wait wait, were the shapeshifters the Les Twins"
384,LeafTreez,song name?
385,Manage Phone,THOR
386,KelvGaming YT09,THOR AND VALKYRIE
387,Carpool lane,I fell like every marvel fan is SHAKING right now!
388,Karlose,"So this is MIB: The Revengers, right?"
389,gamerluna 117,Lol Liam and Chris wouldve been a smash hit. but nope. we need whatever her name is.
390,Kelvin Issac,Thor
391,Deus Lucifer,There better be A Will Smith and Tommy Lee Jones reference or an appearance or an easter egg in this movie!
392,Boat Boy,No Smith very sad
393,4shacks1house,"Well, here is a steaming pile of tokenism and a dash of feminist horseshit. I will so pass this predicable load."
394,Fazal Shakeel,Where is storm breaker ??
395,eDgAr bAzÁn,"MIB ruines in 3, 2, 1 go!!"
396,imtieyaaz rehman khan,All is well....but missing Will smith
397,super patna,Where is will smith
398,Destiny kevin,"Boys and Girls, this is the perfect example of how not to do a trailer. Unless the movie itself has more punchline, jokes or big CG, much more than that were shown here, you just show your hand too early dude. It is like justice league and batman's superpower line. Why put it here?"
399,You Know Who I Am,"1:30- ""are you a queen?"" 
Me after watching Endgame- yesssss sheee issss"
400,Nizer Alfi,This movie will flop in india because it is releasing just a week after SALMAN KHAN  BHARAT..
401,MariCanta,"Thor and Valkyrie? Count me in!!!
Im soooo hyped! <3"
402,Kamikaze Gaming,this is one of the alternate timeline that has been change in endgame
403,Silver Zero,"Thor: Gods in Black
Men in Black: Post Ragnarok"
404,Lunchable Cracker,So that’s the whole movie there
405,Patricia Mae,Thor and Valkyrie !
406,qXx SNIPE xXp,Already i have the new Lexus burnt into my brain because they paid to have it plugged so much in this. This movie did not need to be made and shouldnt have.
407,Marvel PopCulture,"Can somebody explain this to me?
They were working for Marvel Studios,which are rivals of Sony Pictures Entertainment... Does it mean that Chris Hemsworth and  Tessa Thompson will no longer be working for Marvel?"
408,Kiara Bibs,Anybody watching because of Les Twins?)
409,bella,rebecca ferguson 😍🤤
410,NIc K,Another watered down reboot
411,Daniel Cannata,"Should be called
Women In Black. 
Or 
Virtue Signalers In Black."
412,JMB Games,MIB's most powerful weaon is Thor's hammer.
413,Korn Hurricane,Thor off world because this.
414,SorotanFilm 717,Where Will Smith
415,Sidekick SuperFiy1,2:05 YA BABA!!!!!!!
416,goldsteiinn,i just came here to see all the marvel related comments HAHAHAHA
417,goldsteiinn,2:10 doesn’t that just remind you of that scene with thor and loki?
418,McMigMiggy,Thor looks allot thinner after that fight with thanos
419,Rafly,Its called Asgardians in Black
420,Ali Bernardino,I don’t know if Thor still has the same weight after endgame or if he already lost it in like a month
421,genjutsu shinobi,men in black is marvel
422,Gio Corvino,Anyone getting Ghostbusters (2016) vibes?
423,EvilCaptPlanet,"A woman in MEN in black?

Yea okay 😒"
424,White Power,I clicked it on thinking it was a porno
425,White Power,Dumbest movie ever!
426,Ian Dave Manguira,and another thor reference
427,gennaro gerrard,Thor is SUPPOSED TO BE FAAAT
428,Ayush Sharma,Where is mjolnir & stormbreaker??😢😕
429,Gaming Pro,He had a hammer now he has a gun?
430,Xiotus,*Thor's having some serious adventures in different worlds!*
431,CORN MEAL,Xiotus ...marvel owns men in black comics
432,Alexander Amos,Whats the song?
433,Everyday Products,"Calling the movie Men in black is racist.,...WE DEMAND TO CALL IT THEM IN BLACK"
434,FlowJo,Why is a woman starring in MEN in black?
435,FlowJo,Glad you’re part of the colony now. Recruit more
436,Liam Patrick,@FlowJo Alright
437,FlowJo,Forget that noise
438,Liam Patrick,To make it woke
439,4head,Pure garbage
440,Andrew Lawson,No will smith 🙄😪
441,Kian Tube,"2014 = SHIELD has been compromised. Trust no one.

2019 = Men in black has been compromised. Trust no one."
442,Gamer Guy,2023
443,CORN MEAL,Kian Tube ....MEN IN BLACK IS MARVEL COMICS
444,The Pride,This is *Malefemale In Black*
445,Sarah Sanchez,"« Are you a queen ? »
« Indeed she is »
It’s cute 🥰 and i think it’s a reference of Endgame"
446,oStone77o,Another garbage sjw movie. Forcing a female into a Male role.
447,the cartoonist,how is it a male role? these are two new agents and their were women agents in all the original movies.
448,David Watson,Gawd so sick of Hollywood changing every movie in SJW.  I do not have prob with girl leads. This is forced and that is my issue. Every movie ..SJW. OH GAWD.
449,David Watson,Whats worse is so many people now do not see the forcing of the SJW. Go watch MIB one. Then compare. SJW injection for what purpose other than to brainwash?
450,Daredevil Gaming,"Imagine a multiverse movie, where Thor and this agent guy and Valkyrie and this agent girl meet. And the agent guy is not even able to lift stormbreaker."
451,Rip Ivy,where’s the pug.
452,RMG CBG,How’s it possible that MIB has a chick? I don’t mind but does EVERYTHING HAVE TO BE WOKE!!!
453,RMG CBG,the cartoonist yes but the name of the movies were called Men in Black... duh
454,the cartoonist,their were female agents in the original trilogy.
455,iNfaMoUs-ReD,I thought it was men in black
456,Santino Rossi,Oh yay Valkyrie and Thor
457,yep Yop,oh valkirye and thor has change a lot since endgame
458,Krish Loves Llamas [GD],*So you’re telling me there’s a multiverse?*
459,Kevin Richards,"Could anyone please stop commenting on the Men In Black: International previews on YouTube, that has Marvel Cinematic Universe jokes, especially Thor?"
460,Grungus Jarvis,Goooooooooo MIB!!!!!!!!!!!!!!!
461,Flaming hearts,Thor and valkyrie undercover
462,wazzup peenoise,Where's the mjolnir and storm breaker?
463,DrWaffles2,So it’s not men in black anymore
464,Karthik Gollapelli,Loyal queen 🤣🤣
465,Lolly Artist,1:59 What's the song pls?
466,Dr Monday,Asgardians in black
467,Dr Monday,Asgard destroyed: moved to earth: became spys
468,ARIJIT NAYAK,No it's just man in black . Just stop making everything feminist friendly. Please
469,KaeloIs4Real,"@ARIJIT NAYAK you are acting like they had no choice to put a woman in a black suit, and who said that I want you to reply?"
470,ARIJIT NAYAK,@KaeloIs4Real how can a black man in red cloths has any connections with this comment. Please stop commenting stupid thing or else i am not going to reply back
471,KaeloIs4Real,That's like saying a black man going to KFC wearing all red like a blood
472,ARIJIT NAYAK,@KaeloIs4Real  yes it does . It always does
473,KaeloIs4Real,It doesn't matter
474,Rocket,where's J and K anyways?
475,S l e e p y b e a r,Valkyrie & Thor out here killing aliens
476,Paul Becker,I hate diversity in science fiction.
477,Keava,"""We are the men in black.
... The men and women in black*... Yeah, ha""
""Perfectly balanced."""
478,Mr. D 's Gaming,-Agent K (Thanos)
479,BlurryBassoon 84,Was all things should be
480,santi cazolra,"One of the member of Guardians Of Galaxy is the kind of Asgard now?
Wow 🤭"
481,Siddharth Bala,another feminist garbage bullshit. Even Thor cant save this piece of trash.
482,Juan Solis,And like that the next movie after this will be called LGBT in Black 🤦🏽‍♂️
483,Flying Corgiz,W-what? Thor no have hammer or axe?! WHY THE GUN!?? ITS TOO WEIRD
484,Flying Corgiz,Layla Zozo oh yea and Valkyrie has no sword and is not in her uniform it’s so weird! They both look so different!
485,Layla Zozo,I meant valkyrie
486,Layla Zozo,What bout valkey
487,Joseph Kusimba,"I think they are still searching for a New Asgard, the other one isnt exactly what Odin said"
488,laxman manwatkar,"Thor fans like 
Valkyrie fans comment"
489,Lunar L,"So..,Skulls"
490,Daekflamemastah,loki was upset because he not counting in...
491,Ms. RandomLeasure,"I wish they will make will smith and tommy lee at least do a cameo. It will be the best surprise, really really REALLY miss agent J and agent K."
492,McSuperfly,I’m pretty sure that’s meant to be J and K at 0:23
493,Vatsal Patel,"Ms. RandomLeasure 
Can’t imagine MIB without Real Men In Black “J & K”"
494,OddOneOut 1337,Agent's J & K 0:22 ?
495,ᴡɪᴅᴏᴇ,"""Are you a queen?""
""Indeed she is""

EndGame vibes"
496,OddOneOut 1337,I thought Michael Jackson was agent M?
497,rahul mourya,Where is will smith ??
498,Meme Komrade,Thor and Valkyrie after endgame
499,Jani buledi,"interesting,  /   but  with out will smith  i d.nt  liked"
500,Niranjan C.S,After Endgame Thor and Valkrie were bored so they did this 😂😂
501,James Rocket,😂😂😂
502,Vidushe Shrinet,"When Chris says we are the men and women in black, my reaction - 😍😍"
503,I know Cause I'm BatMan.,Give that man a hammer or axe.
504,Golbstalker Z,what happened to the old agent j and k? 🤔🤔🤔
505,pulz 01,"Keep common sense alive and name it
 ""Humans in Black"" 
(I wonder why we need a women in Men in black in first place. What is so wrong in having Men only space different from mixed space or women only space)"
506,Pravi Biju,Imagine him lifting his hand in emergency and stormbreaker arrived.
507,VanguardTrainer2488,"*Thor/H stretches out his hand*


Girl: What are you doing?

Thor/H: Give it a minute....

Girl:.......

Thor/H:..........

*Stormbreaker flies into his hand*

Thor/H: There we go."
508,Salil Bhatnagar,Thor 4 in the multiverse?
509,Salil Bhatnagar,"So, is this Thor 4?"
510,Jacob Rohland,Trash
511,Charlie Reynolds,Wow looks trash would of preferred these two actors do another Thor movie
512,D JL,"Shes a bit too mannish for the role, she can be my designated driver if she wants though"
513,indah prasetyowati,Cant wait...
514,Seang Heng,Hii Thor
515,Tony Lopez Rubin,"WTF????? NO J, NO K, NOT THE SAME AT ALL....LOST THE FEEL, GUYS WHAT U THINK???"
516,apu nahasapeemapetilon,"Men in Black NO 
Asguardians in Black YES"
517,Celeste Vlogs,Where tf is will smith :(
518,Pumpkin Ice,That girl is will smiths descendent get it in your head!
519,brandon dowlen,"""The men and women in Black"""
520,Last1 Left254,Sheesh ..this franchise has been screwed
521,Dr. Jaspreet singh K,2:29 so that's how grand canyon came into existence !!
522,saprissa9,What makes these aliens come to our planet? The conditions in their planet must be shitty then. I can't think of any other reason. Unless they're business men/women/thing.
523,Angel Abraham Sanchez Morales,Mejor con los actores originales
524,Rihanna Francis,This is the second time they've been a movie together first Thor raginork and now this 🤣🤣
525,Rihanna Francis,@Aadi Tater oh yeah thank for reminding...and don't call me dude
526,Aadi Tater,And what bout endgame dude??
527,josh jordan,Stupid.
528,Master T-Wrecks,Hey that's Thor 4
529,Ponto M,If you pay atention at 0:22 you can see that Jay and Kay appeared!
530,Jizzy,"Ponto M nope, both are not k nor j 0:25 (slow it down)"
531,danwat1234,"Wayyy too much CGI and bling. And voice actors, umm.. a small alien probably isn't going to have a weird adults voice.. 
Matrix meets Toy Story meets Transformers"
532,technical arnavji,Chris hemworth😈
533,Soumik Sarkar,Agent *H* emsworth
534,Kenny Sa Neta,Watching an avengers video and seeing thor rn really suprised me
535,Dipto Sarker,"It would be awesome if AgentM was the Daughter of agent J. 

And I hope they drop some Thor references and easter eggs in the movie."
536,Henry Bricks,What is Men in Black without a black man? - Will smith 2099
537,4shacks1house,Safe.
538,Killer Queen,No will Smith ok I am not seeing this
539,killuminati r,Come on what the hell is this why hollywood kill mib in this way
540,ANGEL,"There better be a J & K
Easter egg in this movie"
541,Em Dee,Another phoned in performance for money based on other movies. Not interested.
542,Zahir Khan,LMAO ! Thor is back with his six pack abs not with his belly
543,lolipopman,Thor 4?
544,Raden HZ,I think Will Smith is still the best..
545,ŠŞJ ĢØĐ ĞÓĶŰ,What if noobmaster69 is the real villain in this movie?
546,dopeylongstalkings,Looks shitty..I will pass on this social justice warriors wet dream.
547,Gacha Rei,Its thor ragnarok... AGAIN!!
548,Angelo Cherrington,This is what happened during the 5 years before the time heist.
549,Ali Hadi Safdari,Thor and valkerie
